id,nombre,tipo,estado,lat,lng,direccion,barrio,necesidades,voluntarios_hay,voluntarios_faltan,contacto,actualizado
mkikfje2v8az,"El águila, valle",rescate,urgente,4.9381541,-76.0602975,"El águila, valle",,Palas | Linternas | Picas | Porras | Guantes de obra | Gafas de seguridad | Voluntarios | Cinceles | Seguetas | Discos de pulidora | Tapabocas | Percutores | Botiquín | Pañales | Carpas | Colchonetas | Comida para animales | Latas de zinc | Ropa,0,0,,2026-08-12T20:01:36.098Z
sypg48axmhx3,Choco,rescate,urgente,4.611065,-76.3385028,Choco,,Voluntarios | Agua | Comida | Gafas de seguridad | Porras | Barras de demolición | Percutores | Tapabocas | Linternas | Palas | Guantes de obra | Discos de pulidora | Seguetas | Comida para animales | Pañales | Electrolitos | Botiquín | Tapers | Baldes | Cinceles,0,0,,2026-08-12T19:59:14.620Z
a2bhg65882wg,Sotomayor,rescate,urgente,1.4932789,-77.5210552,Sotomayor,,Agua | Voluntarios | Bomberos | Electrolitos | Agua,8,43,,2026-08-12T19:58:58.513Z
zdcymm3t5tfv,Sevilla,rescate,urgente,4.2645071,-75.934396,Sevilla,,Comida | Agua | Guantes de obra | Gafas de seguridad | Voluntarios | Linternas | Picas | Tapabocas | Palas | Percutores | Discos de pulidora | Costales | Barras de demolición | Cinceles | Porras | Baldes | Seguetas | Cintas de seguridad | Carpas | Tapers,0,0,,2026-08-12T19:58:44.965Z
57n5rjpdab58,Sevilla,rescate,urgente,4.2645071,-75.934396,Sevilla,,Voluntarios | Agua | Comida | Guantes de obra | Tapabocas | Barras de demolición | Discos de pulidora | Comida para animales | Colchonetas | Pañales | Palas | Gafas de seguridad | Percutores | Porras | Picas | Linternas | Baldes | Cintas de seguridad | Electrolitos | Carpas,0,0,,2026-08-12T19:58:16.384Z
pbrrfdrtjr4w,Quimbaya,rescate,urgente,4.6224544,-75.7631282,Quimbaya,,Voluntarios | Agua | Comida | Guantes de obra | Pañales | Colchonetas | Electrolitos | Carpas | Comida para animales | Tapabocas,0,0,,2026-08-12T19:58:09.512Z
yvku2qqbbakq,Sevilla,rescate,urgente,4.2645071,-75.934396,Sevilla,,Comida | Agua | Colchonetas | Pañales | Comida para animales | Botiquín | Carpas,0,0,,2026-08-12T19:47:37.518Z
8bgxdknq7zvs,Calle 22 # 32-81 Medicina legal Palmira,rescate,urgente,3.52085814816137,-76.30405325216,Calle 22 # 32-81 Medicina legal Palmira,,Tapabocas | Insumos Médicos | guantes de latex,0,0,,2026-08-12T19:47:25.221Z
c2ym5b2vv7mv,Cartago,rescate,urgente,4.7106593,-75.9323875,Cartago,,Agua,0,0,,2026-08-12T19:45:30.929Z
cxxe7yi2uwsr,Calle 15 con Carrera 15,rescate,cerrado,4.5323390869319615,-76.10352198962393,Calle 15 con Carrera 15,,,0,0,,2026-08-12T19:45:25.209Z
ha5vixr4ie8t,Bolívar valle,rescate,urgente,4.339211836303785,-76.18849824182828,Bolívar valle,,Carpas | Cintas de seguridad | Costales | Guantes de obra | Gafas de seguridad | Comida | Tejas,0,0,,2026-08-12T19:45:17.202Z
6kqg966ci4re,Calle 5 #38D -104,acopio,urgente,3.3399825,-76.2256887,Calle 5 #38D -104,,Linternas | Guantes de obra | Botiquín | Colchonetas | Agua | Voluntarios | Tapabocas,0,0,,2026-08-12T19:45:13.473Z
96dfsf7hfcrm,Argelia Valle del Cauca,rescate,urgente,4.718435392111116,-76.12083435058595,Argelia Valle del Cauca,,Agua | Comida | Linternas | Comida para animales | Gasolina | Colchonetas | Ingenieros y arquitectos voluntarios …no llegan ayudas acá,0,0,,2026-08-12T19:45:03.389Z
fq367nrikrji,Ansermanuevo,rescate,urgente,4.794989273939586,-75.99632263183594,Ansermanuevo,,Voluntarios | Colchonetas | Comida | Agua | Botiquín | Comida para animales | Materiales de construcción,0,0,,2026-08-12T19:45:02.343Z
gem9qtqt9vcs,Argelia Valle,rescate,urgente,4.7270067,-76.1213087,Argelia Valle,,Carpas | Colchonetas | Cobijas | Agua | Comida | Voluntarios | Picas | Palas | Pañales,0,0,,2026-08-12T19:45:01.729Z
duqm7ysze8j5,El Cairo,rescate,urgente,4.7621884,-76.2207611,El Cairo,,Agua | Comida | Guantes de obra | Gafas de seguridad | Linternas | Botiquín | Colchonetas | Comida para animales | Pañales | Voluntarios | Electrolitos | Arquitectos e ingenieros voluntarios | Tejas | Herramientas para construccion,0,0,,2026-08-12T19:45:00.017Z
cd2udgwbkygj,Versalles,rescate,urgente,4.6166442,-76.2325677,Versalles,,Voluntarios | Guantes de obra | Gafas de seguridad | Palas | Picas | Barras de demolición | Cinceles | Costales | Baldes | Electrolitos | Tapabocas | Agua | Linternas | Comida | Porras | Percutores | Discos de pulidora | Cintas de seguridad | Colchonetas | Carpas,0,0,,2026-08-12T19:44:59.478Z
jc44y4y5b84t,Dagua,rescate,urgente,3.658161,-76.6893973,Dagua,,Agua | Comida | Linternas | Colchonetas,0,0,,2026-08-12T19:44:56.739Z
m2uzimypfqiu,Fenicia,rescate,urgente,4.077297109091204,-76.18666559543894,Fenicia,,Agua | Guantes de obra | Gafas de seguridad | Tapabocas | Linternas | Palas | Picas | Porras | Barras de demolición | Comida | Voluntarios | Colchonetas | Baldes | Electrolitos | Pañales | Botiquín | Discos de pulidora | Costales | Comida para animales | Carpas,0,0,,2026-08-12T19:44:55.529Z
4rvd4bi5,Salento (Quindío) — municipio afectado,acopio,necesita,4.6373012,-75.569799,"Salento, Quindío",,Agua potable | Alimentos no perecederos | Medicamentos e insumos | Ropa en buen estado | Aseo personal,0,0,,2026-08-12T19:43:20.582Z
u9ucjxkt,La Virginia (Risaralda) — municipio afectado,acopio,necesita,4.8995993,-75.8825661,"La Virginia, Risaralda",,Agua potable | Alimentos no perecederos | Medicamentos e insumos | Ropa en buen estado | Aseo personal,0,0,,2026-08-12T19:43:18.471Z
